Text,Retweet count,Favorite count
"b'Moeders van IS-strijders demonstreren in Brussel: ""Breng onze kleinkinderen terug, zij hebben niets m...\xe2\x80\xa6 https://t.co/EKNj7Xp5AC'",0,0
b'Leave us indigenous Britons to worry about over-exposure to Brexit news! If you wanna get interested in your countr\xe2\x80\xa6 https://t.co/0IZEJbdosg',0,0
"b""#Islam #ISIS #IS: The Qur'an Contradiction Files: Who it to blame if you go to hell? https://t.co/cwyXYMeQyn""",0,0
"b""#Islam:  #Syria #ISIS  #IS Mecca's 'Indoor Mountains' and the questions they raise https://t.co/AffcTDSt5I""",0,0
"b'Yep, not happening. Not tired yet'",0,0
b'Manziel should join ISIS next.',0,0
"b'@zalefairytale @Sketchfab @BBCArabic IS, ISIS, ISIL. All interchangeable. https://t.co/IdzXmBk5iK'",0,0
b'@muchlis_ar Jgn krn pemikiran khilafah ala HTI dan ISIS lantas makna khilafah yg mulia jd buruk.\n\nJgn picik',0,0
"b""NO WAY country should  allow isis bride back in this country. She's a terrorist.""",0,0
"b'@deepakj29522579 @dhruv_rathee u just proved that u dont know things without religion , so u just calling quran &amp; i\xe2\x80\xa6 https://t.co/blqWFpNpF4'",0,0
b'@Giroudesque7i He knew the ISIS guys while Giroud was doing a madness inside the stadium',0,0
b'@cnn @MSNBC @maddow @jaketapper @wolfblitzer @donlemon @andersoncooper @JoeNBC @morningmika @Lawrence @ChrisCuomo\xe2\x80\xa6 https://t.co/bb0B11wwQY',0,0
"b'British ISIS Bride Expresses Regret at Joining Jihadis, Admits She Was \xe2\x80\x98Brainwashed\xe2\x80\x99 https://t.co/0NBPvAvEau via @epochtimes'",0,0
b'\xc4\xb0yi ve sa\xc4\x9fl\xc4\xb1kl\xc4\xb1 bir e\xc4\x9fitim almad\xc4\xb1klar\xc4\xb1 a\xc5\x9fikar. Asker dedi\xc4\x9fin sert ve keskin olmal\xc4\xb1. Tuttu\xc4\x9funu koparan g\xc3\xb6z\xc3\xbc korkmaya\xe2\x80\xa6 https://t.co/7SBSGmOp5m',0,0
b'@elyouefsey im sick of brexit too but im even more sick of hearing of you you dirty little isis parasite',0,0
"b'O Hamas, o ISIS e o Boko haran s\xc3\xa3o as mais novas phadas sensatas da esquerda brasileira.\n\xf0\x9f\x99\x84\xf0\x9f\x99\x84\xf0\x9f\x99\x84\xf0\x9f\x99\x84\xf0\x9f\x99\x84\xf0\x9f\x99\x84\xf0\x9f\x99\x84\xf0\x9f\x99\x84'",0,0
b'I\xe2\x80\x99m not sick of winning either\xf0\x9f\xa6\x8b',0,0
b'@BreitbartLondon Well we\xe2\x80\x99re bored of Isis &amp; it\xe2\x80\x99s Jihadi brides. \xf0\x9f\x98\xa0',0,0
b'Targeted #ISIS accounts\nhttps://t.co/WDWLuTbJ5a \xf0\x9f\x8f\x83\nhttps://t.co/7OWvgolmvY\nhttps://t.co/aGoqQrerSA\n#targets #iceisis #opiceisis',0,0
b'Am\xc3\xa9m!',0,0
b'https://t.co/SsJvzC8BjV unroll @threadreaderapp',0,0
"b""As if there's a Superhero called ISIS ffs""",0,0
"b'@paoloodeiaabel Meu amor... sou Izabelle de \xe2\x80\x9cnascen\xc3\xa7a \xe2\x80\x9c. Izabella sou todos os dias, Izabel, Isis, j\xc3\xa1 fui at\xc3\xa9 Eliza\xe2\x80\xa6 https://t.co/NAFrmr6spG'",0,0
"b'@CSIS_Threats @rcallimachi @CSIS @SethGJones Discussing ISIS at CSIS, both are interchangeable just by replacing I with C'",0,0
b'Bashar Assad moves to regain full control of war-torn Syria with ISIS all but defeated https://t.co/bSnOltFh0d',0,0
b'@JuddLegum Remember his secret plan to defeat ISIS in 30 days after he became President? He had a lot of secret plans.',0,0
"b""If this doesn't sum up the sun, then I don't know what does.""",0,0
"b'@AdeBanqie @atiku I just hope the party would listen to you. Campaigning for APC, especially in Igbo land is like p\xe2\x80\xa6 https://t.co/XH7OB4oKmx'",0,0
b'Bashar Assad moves to regain full control of war-torn Syria with ISIS all but defeated https://t.co/IgCLQycPVw via\xe2\x80\xa6 https://t.co/2veEo88lhZ',0,0
"b'\xe2\x80\x9cHayat Tahrir al-Sham shares the same end state goal as Isis, which is to build a state based on a rigid interpreta\xe2\x80\xa6 https://t.co/gt1O8XvMrU'",0,0
b'@jimduncan009 Despicable ISIS supporter.',0,0
"b'@alexnazaryan A black doctor should work on a member of the KKK, a homosexual doctor should work on the Pulse shoot\xe2\x80\xa6 https://t.co/B72rdondy2'",0,0
b'Scumbags. These people are a waste of human existence.',0,0
"b""*Wayanad*\n\nIt's a district with a little over 8 lac population.\n\nIt's a place with more than 60 pc  Muslim populati\xe2\x80\xa6 https://t.co/RGqXXpqi0z""",0,0
"b'@oldhandhyd Hello there is your unroll: Thread by @RojavaIC: ""[WORLD EXCLUSIVE] British ISIS member Tooba Gondal \xe2\x80\x93\xe2\x80\xa6 https://t.co/02TwtYHdtR'",0,0
b'\xe2\x9b\x94ISIS\n\n\xe2\x9e\xa1https://t.co/d3RVFHHM2S\n\xf0\x9f\x86\x94https://t.co/forZG6U1DK\n\n\xe2\x9e\xa1https://t.co/5FKWO2DbXb\n\xf0\x9f\x86\x94https://t.co/OLxGeZtCUF\n\n[ #KatibaDesKuffars ]',0,0
b'City of Ghosts screening at @followbdc on April 20!\n\nhttps://t.co/ChQFfUKLbg\n\nThe film tells the story of a group o\xe2\x80\xa6 https://t.co/xn5bh47KWD',0,0
b'\xc3\x8dgy tengeti mindennapjait az Iszl\xc3\xa1m \xc3\x81llam t\xc3\xa1rskeres\xc5\x91je! https://t.co/qHIFAKFUep',0,0
b'\xe2\x80\x98Dangerous period\xe2\x80\x99 for Europe: Hungary says suspected ISIS fighter found with EU debit card \xe2\x80\x94 RT World News https://t.co/KU5EUDY6C0',0,0
b'@AUSenator @SenatorRelph @JeffJacksonNC @mocowan @cindymccain @piacayetano @SenatorParrett @SenScottBrown\xe2\x80\xa6 https://t.co/A2S0GFl5np',0,0
b'@LillyMaryPinto Vote for the Isis.\nThey promise earth In heaven',0,0
b'\xe3\x81\x8a\xe3\x81\xaf\xe3\x82\x88\xe3\x81\x86\xe3\x80\x81\xe3\x81\x8a\xe3\x82\x84\xe3\x81\x99\xe3\x81\xbf\xe3\x80\x81\xe3\x81\x93\xe3\x82\x93\xe3\x81\xab\xe3\x81\xa1\xe3\x81\xaf\xe3\x80\x81\xe3\x81\x93\xe3\x82\x93\xe3\x81\xb0\xe3\x82\x93\xe3\x81\xaf\xe3\x80\x81\xe3\x81\x8a\xe3\x81\x8a\xe3\x81\xaf\xe3\x82\x88\xe3\x81\x86\xe3\x80\x81\xe3\x81\x93\xe3\x82\x93\xe3\x81\xab\xe3\x81\xa1\xe3\x81\xaf\xe3\x80\x81\xe3\x81\x93\xe3\x82\x93\xe3\x81\xb0\xe3\x82\x93\xe3\x81\xaf\xe3\x80\x81\xe3\x81\x8a\xe3\x82\x84\xe3\x81\x99\xe3\x81\xbf\xe3\x80\x81\xe5\xaf\x9d\xe3\x82\x8b\xe3\x80\x81\xe3\x81\xbb\xe3\x81\x8b\xe3\x82\x8b\xe3\x80\x81\xe6\xad\xbb\xe3\x81\xab\xe3\x81\x9f\xe3\x81\x84\xe3\x80\x81\xe6\x80\x96\xe3\x81\x84\xe3\x80\x81\xe3\x81\x8a\xe3\x81\xaf\xe3\x82\x88\xe3\x81\x86\xe3\x81\x94\xe3\x81\x96\xe3\x81\x84\xe3\x81\xbe\xe3\x81\x99\xe3\x80\x81\xe3\x81\x84\xe3\x81\xa3\xe3\x81\xa6\xe3\x81\x8d\xe3\x81\xbe\xe3\x81\x99\xe3\x80\x81\xe3\x81\x9f\xe3\x81\xa0\xe3\x81\x84\xe3\x81\xbe\xe3\x80\x81\xe3\x81\x8a\xe5\xb8\xb0\xe3\x82\x8a\xe3\x80\x81\xe3\x81\xaf\xe3\x82\x88\xe3\x81\x86\xe3\x81\x94\xe3\x81\x96\xe3\x81\x84\xe3\x81\xbe\xe3\x81\x99\xe3\x80\x81\xe5\xaf\x9d\xe3\x82\x8b\xe3\x80\x81\xe3\x81\x8a\xe9\xa2\xa8\xe5\x91\x82\xe2\x80\xa6 https://t.co/o9CGFL2xCu',0,0
"b'When the British media have already given every Tory an opinion piece on Brexit, they move on to the next tier of r\xe2\x80\xa6 https://t.co/d7KF3Cxp36'",0,0
"b'@sbchaturvedi7 @madhukishwar, I think we all are are giving undue attention to the damned nuisance called as Arundh\xe2\x80\xa6 https://t.co/s2EzVI5q0C'",0,0
b'@AUSenator @SenatorRelph @JeffJacksonNC @mocowan @cindymccain @piacayetano @SenatorParrett @SenScottBrown\xe2\x80\xa6 https://t.co/LdlL0iCZhe',0,0
"b'80,000 Caliphate Women, Children Still Living in Remote Syrian Camp Despite ISIS Elimination https://t.co/smH4WeQVqf'",0,0
b'She bored us on day one ffs cheeky cow.',0,0
b'@Mysomerset @EdKrassen @HillaryClinton Oh you were asking for the great things he\xe2\x80\x99s done? You didn\xe2\x80\x99t clarify that.\xe2\x80\xa6 https://t.co/q0Kjr6eDFV',0,0
"b'Torna il ""fantasma"" di al-Baghdadi: secondo fonti Damasco fa la spola tra Siria e Iraq #alBaghdadi #califfato\xe2\x80\xa6 https://t.co/5X0uCPvN6l'",0,0
b'This thread about Wayanad the constituency which Rahul Gandhi has chosen.',0,0
"b""@IIIINomadIIII @TheodoreBNolan @KTLA I bet you suck your mother's dick with that mouth. One, we are talking about E\xe2\x80\xa6 https://t.co/DAs3WZiSwK""",0,0
b'Hungary Says Suspected ISIS Beheader Had Pre-Paid Debit Card from EU https://t.co/oE4dj1AftO via @BreitbartNews',0,0
b'I don\xe2\x80\x99t really think she has a say in it nor is this newsworthy. Do better than giving this woman a voice please. B\xe2\x80\xa6 https://t.co/uqiPA4lL6w',0,0
"b'@CNN A vote for Sandra is a vote to kiss goodbye Low unemployment, more in your pay check, seeing isis defeated, ma\xe2\x80\xa6 https://t.co/zlzwZ11Q1y'",0,0
b'@RainRavenStorm @commie_paige @AlyssaActivista When you\xe2\x80\x99re being attacked on two fronts while waging an offensive a\xe2\x80\xa6 https://t.co/eJiqp4LPO3',0,0
b'@AUSenator @SenatorRelph @JeffJacksonNC @mocowan @cindymccain @piacayetano @SenatorParrett @SenScottBrown\xe2\x80\xa6 https://t.co/05VEXtRkB6',0,0
b'@AUSenator @SenatorRelph @JeffJacksonNC @mocowan @cindymccain @piacayetano @SenatorParrett @SenScottBrown\xe2\x80\xa6 https://t.co/uGMKv7Pkll',0,0
"b'Who even cares what she thinks why is she still relevant, burn the cunt'",0,0
"b'#Italia #Italy \nPro - #IS channel on #telegram, Ghulibati a Rum, shared the #italia|n translation on last operation\xe2\x80\xa6 https://t.co/a3vOEciG1T'",0,0
b'@Imamofpeace @AnnCoulter This is not an ISIS symbol.  This is a symbol that implies that there is one God - the God\xe2\x80\xa6 https://t.co/Mny7ubhTDK',0,0
b'SHAMIMA latest @CherieBlair chambers',0,0
b'@CNBC That was fake volume that came from North Korea and isis/s',0,0
"b'When your dumb takes are on my TL ima say something. If ya don\xe2\x80\x99t like it, go private. Quit lobbying for followers k\xe2\x80\xa6 https://t.co/1WSb34VYbd'",0,0
b'Targeted #ISIS accounts\nhttps://t.co/Z9rBbkFMOO \xf0\x9f\x86\x95\nhttps://t.co/KuwB4nfaor \xf0\x9f\x86\x95\nhttps://t.co/6DE5wPdnsc \xf0\x9f\x86\x95 \xf0\x9f\x87\xab\xf0\x9f\x87\xb7\n#targets #iceisis #opiceisis',0,0
b'Take Ashley Young to Isis and bring back Shamina Begum #MUFC',0,0
b'skksksksk',0,0
b'@RobjohnShaun @ironic_firefly 5. ISIS fighters were offered every chance to defect to Nusra (who were normal range\xe2\x80\xa6 https://t.co/tpJqkt84hf',0,0
b'Chilling interview of ISIS fighters by Israeli reporters https://t.co/jMKIbxwT32 via @YouTube',0,0
b'@CNN who is this idiot? US bombed ISIS to annihilation. \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\nand the economy is doing great! \nWe have record low unemployment',0,0
"b'Don\'t forget he stopped the confiscation of US tax payers funding the fake ""Global warming"" initiative started by O\xe2\x80\xa6 https://t.co/RsIP3PlB7U'",0,0
b'https://t.co/RLUu3FBUu4',0,0
"b'\xe2\x80\x9cIf these countries bring these children back,\xe2\x80\x9d @NaylaRush said, \xe2\x80\x9cthe mother might then exert pressure that she nee\xe2\x80\xa6 https://t.co/3H5WSduRNW'",0,0
"b'Reckless idiots, morons all.'",0,0
b'@Enrique19683 @davamara16 @luzmaga1414 @Aemon3428 Rusia acabo con isis y de paso con la otan',0,0
"b""well anything the dems think of I'm against so.""",0,0
b'If they unlock Frank Ocean or Cardi B imma send Isis the gps to the stadium hey',0,0
b'Esto es para una pelicula o libro',0,0
b'\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,0
b'@TimesNow @KirenRijiju @RShivshankar What is new in it? Sonia is italian. @RahulGandhi has multiple citizenship. 10\xe2\x80\xa6 https://t.co/BJtVbD1hNK',0,0
"b'Harith Al Sodany, an Iraqi that went undercover in ISIS and was responsible for delivering suicide bombers and car\xe2\x80\xa6 https://t.co/ozQPomRcLm'",0,0
b'@peaceforchange The entire state of J  &amp; K inc PoK runs in blood of every Hindu and Buddhist until tribes invaded (\xe2\x80\xa6 https://t.co/LxLkWVd3Rw',0,0
"b""B. you telling me those coming to your HQ. have clean hands in this - you want acting go to Hollywood - I'm not it.\xe2\x80\xa6 https://t.co/1NI23BIOR3""",0,0
"b'Todos los procedimientos antiterroristas  en Argentina en los \xc3\xbaltimos 3 a\xc3\xb1os fueron un DUR\xc3\x8dSIMO golpe a HEZBOLLAH,\xe2\x80\xa6 https://t.co/o1mjbYSDi9'",0,0
b'@pakiflyingbird @Zwei_Augen No man Saudia was directly involved with ISIS alongside USA. Still USA have dozens of m\xe2\x80\xa6 https://t.co/EGxR9Pc8hA',0,0
b'isis valverde https://t.co/R2kReDj812',0,0
"b'My suspicion is ""why would terrorists allow her to leave if not to come here for a \'mission\' esp after all the anti\xe2\x80\xa6 https://t.co/Y9CyCyebPC'",0,0
"b""@FamWagensveld A SECRET MESSAGE WITHIN THE GUILD (SCP Report 1/6)\n\na) who's behind isis (13) https://t.co/qU6dv4Z0ji""",0,0
"b""Coming soon to a public transportation station near you, if we don't fix our immigration issues.""",0,0
b'@CNN Isis holds zero territory \xf0\x9f\xa4\xa3 these can clowns are hilarious',0,0
b'CNN IS A FAKE NEWS NETWORK',0,0
"b'@Dr_Moeldoko @TRACterrorism Pak jendral,  ada ancaman ISIS'",0,0
"b'ISIS is, for our relationship with something everyone else that is in the media, this is a time for it.'",0,0
b'@RobjohnShaun @ironic_firefly 6. Even fundamentalist Islam hated ISIS before the world knew ISIS existed. The worst\xe2\x80\xa6 https://t.co/i2zrhUkqKC',0,0
b'@CNN Isis holds zero territory \xf0\x9f\xa4\xa3 these CNN clowns are hilarious \xf0\x9f\xa4\xa3',0,0
b'@cares_matic @timkmak Minus the recruiting of #Muslims #ANTIFA #ISIS #BLM #MBH #MS13 #Marxists &amp; #BlkPanthers he-sh\xe2\x80\xa6 https://t.co/yicg9131rz',0,0
"b""@KTHopkins Hey do you know who else doesnt like compromising much?\n\nIsis, nazi's and black south african murder gan\xe2\x80\xa6 https://t.co/CUUgeeMY2Y""",0,0
b'Does The #Quran Promote Violence? by HH #YounusAlGohar https://t.co/2Lk4DlS1bX MUST WATCH VIDEO #Koran #Muslim\xe2\x80\xa6 https://t.co/S8pkKdP8q6',0,0
"b'\xf0\x9f\x94\xa5 #News #Amateurish #banned \xe2\x80\x98Amateurish\xe2\x80\x99 Brit dad, 28, with no military experience \xe2\x80\x98joined banned terror group to f\xe2\x80\xa6 https://t.co/7po1jTyqb9'",0,0
"b'@malmobon Turkiet st\xc3\xb6der islamisterna i Syrien ( och i Europa), Ryssland bombar dem i Syrien. Utan Rysslands inblan\xe2\x80\xa6 https://t.co/JR8NZHrxYU'",0,0
b'#CAJawards finalist - Scoop - @StewGlobal @globalnews - Canadian ISIS member captured https://t.co/a3IAQ7r8zp',0,0
b'Still Not Sick Of Winning !',0,0
b'@SkyNews She need a second chance because she lost the battle. Did she ever consider giving those that was murdered\xe2\x80\xa6 https://t.co/bFsBGaGV3J',0,0
b'Avsl\xc3\xb6jande',0,0
"b'\xe2\x80\x98Amateurish\xe2\x80\x99 Brit dad, 28, with no military experience \xe2\x80\x98joined banned terror group to fight ISIS in Syria\xe2\x80\x99\xe2\x80\xa6 https://t.co/TwKsb6p7lL'",0,0
"b""@cleantoad @Thetoolthatdied @sewernugget @nessykurt Every religion murders people. And if you're talking about ISIS\xe2\x80\xa6 https://t.co/6DFIEy3Fye""",0,0
b'@Liz_Wheeler @AOC How about Omar? She has repeatedly defended Sharia law and ISIS. As a member of the United States\xe2\x80\xa6 https://t.co/5kNG36Kzr8',0,0
b'@Isis_Izzy OH ! Merci beaucoup Isis ! \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f',0,0
b'@liamhourican You want torture-hardened ISIS members who celebrate children getting their faces blown off in concer\xe2\x80\xa6 https://t.co/eehQh6luN8',0,0
"b'Thank you, Kristina!'",0,0
"b""@MoAnsar @Channel4News Mo Asnar i bet you love Erdogan's his jihad isis gangs a lot better...evil bastard...""",0,0
b'isis is a bunch of chickens',0,0
b'@MevlutCavusoglu ISIS isnot any related with Islam.This is a BIG LIE/PERCEPTION. \nIslam denounces terrorism. https://t.co/l7OljGea29',0,0
b'Kurdish fighters in Syria finally eradicated ISIS today and overtook their final stronghold. Why is the news not co\xe2\x80\xa6 https://t.co/wfOSw53rZz',0,0
b'@Anyoldiron2 I am not a Muslim but they are not all isis',0,0
b'@macergifford @VolunteerReport @MoAnsar @Channel4News The Kurds now deserve \nan independent Kurdistan \n\nThey have b\xe2\x80\xa6 https://t.co/ZTMGSaf3LO',0,0
b'Chay Suede e \xc3\x8dsis Valverde formar\xc3\xa3o o par rom\xc3\xa2ntico jovem principal de Amor de M\xc3\xa3e de Manuela Dias \xe2\x80\x94 E a Isis tem i\xe2\x80\xa6 https://t.co/ZZPLgtLt0i',0,0
b'Same hun',0,0
b'She probably never said such thing media needs headlines',0,0
b'@Kevin_Maguire She gave those regrettable comments whilst surrounded by refugee women from ISIS.',0,0
b'@CNN How we are going to defeat ISIS?\nSeems Trump did that in Two years.\nObama called them the JV team and hundreds\xe2\x80\xa6 https://t.co/L8cZkRD8UM',0,0
b'Preferidos da minha m\xc3\xa3e \n\nRICARDO (n\xc3\xa3o presta)\nAmanda (n\xc3\xa3o presta)\nJoyce (n\xc3\xa3o presta)',0,0
b'I\xe2\x80\x99m sick of this 1 boring photo of you!. Live a little and put a snapchat filter on.... don\xe2\x80\x99t get your spaniel ears\xe2\x80\xa6 https://t.co/zDbsEsDiSh',0,0
"b'This guy is Harith Al Sodany. An Iraqi spy who infiltrated ISIS. Having gained the trust of the ISIS high command,\xe2\x80\xa6 https://t.co/rYxierzFJr'",0,0
b'.@IlhanMN and @RashidaTlaib want them back under their black sheets.\n\nThese are evil people.\n\n@TheFive',0,0
b'@realDonaldTrump @NATO @jensstoltenberg @WhiteHouse We can\xe2\x80\x99t pull out of Afghanistan like we did in Iraq.. There\xe2\x80\x99s\xe2\x80\xa6 https://t.co/5uzsC9QW0v',0,0
b'I\xe2\x80\x99m just gonna say it:\nISIS fell off big time \xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',0,0
b'qu\xc3\xa9 buen hilo',0,0
"b'isis chickens perform attacks from hidden bunkers with millions of evil dollars , Big Whimps , , , ,'",0,0
b'Amen!',0,0
b'Tell ISIS sitting on a Hennessy bottle',0,0
b'How a \xe2\x80\x98smarter\xe2\x80\x99 Islamic state is quietly taking over swathes of Syria after Isis defeat https://t.co/Hl2hNny9qK',0,0
"b'@CNNPolitics @dncpress @CNN @MSNBC @UPonMSNBC @FoxNews @nytpolitics placed, chemical weapons gassing children, bodi\xe2\x80\xa6 https://t.co/Sk4xbD6ZZA'",0,0
b'Am\xc3\xa9',0,0
b'NO SUPRISE HOLDER IS AGAINST AMERICA GAVE GUNS TO DRUG DEALERS IN MEXICO &amp; ISIS.TRUMP HAS KEEP AMERICA FROM HELL.WI\xe2\x80\xa6 https://t.co/Zcd93PIOXA',0,0
b'@randzejude What is happening in Cameroun is state sponsored terrorism just that it is not an Arab country for the\xe2\x80\xa6 https://t.co/dRUdb6R3q0',0,0
"b'\xc3\xa9 mais pr\xc3\xb3xima de quem na escola? \xe2\x80\x94 Thayna meu amor , Karen , Isis ..... https://t.co/nP3ELRSnQc'",0,0
"b""@manvij @MehboobaMufti Just because of some stupid ISIS are doing terrorists attacks that doesn't mean all the Muslim are terrorists.""",0,0
b'@AlirezaNader Look like Arabs invaded #Iran again. They much more look like ISIS than Iranians. So shameful that ou\xe2\x80\xa6 https://t.co/jhck0VzH9B',0,0
"b'This guy is Harith Al Sodany. An Iraqi spy who infiltrated ISIS. Having gained the trust of the ISIS high command,\xe2\x80\xa6 https://t.co/5ORfkpFapo'",0,0
b'@MeghanMcCain can you put the country first &amp; not your bias? You really believe a Dem would be better for our count\xe2\x80\xa6 https://t.co/MmdrMc4Rev',0,0
"b'\xe2\x80\x98A fascist is a fascist. Doesn\xe2\x80\x99t matter if he\xe2\x80\x99s got the flag of ISIS, or the flag of National Action.\xe2\x80\x99 \xe2\x80\x94 This anti-\xe2\x80\xa6 https://t.co/Pht4sIVNrt'",0,0
b'This girl\xe2\x80\x99s mouth is too bad \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad',0,0
"b""She's German and went to Syria to join the Kurds and fight against ISIS. \xe2\x81\xa6@darshnasoni, \xe2\x81\xa9 filmed by Jana Andert, pr\xe2\x80\xa6 https://t.co/WtNZmbG1jR""",0,0
b'I b\xc3\xa4sta fall \xc3\xa4r det s\xc3\xa5 h\xc3\xa4r det kommer bli i Europa. V\xc3\xa4pnat utrotande av islam. \xc3\x84nnu talar allt f\xc3\xb6r motsatsen. Vi ut\xe2\x80\xa6 https://t.co/5GiE53550C',0,0
"b'I asked a #Yazidi #survivor, did you fast or practiced our #religious #holidays while still with #ISIS #captivities\xe2\x80\xa6 https://t.co/XpQLs0BvM0'",0,0
"b""This is another @JustinTrudeau lap dog.  I'm assuming they know that YOU voted to allow ISIS fighters back into Can\xe2\x80\xa6 https://t.co/S80RM9CNAb""",0,0
b'\xe2\x9d\x9dI desire to smash ISIS\xe2\x9d\x9e \n \xe2\x80\x94 Linda Clarke',0,0
b'https://t.co/VoKziuSw3W',0,0
b'ISIS \xe2\x80\x98matchmaker\xe2\x80\x99 who groomed jihadi brides begs to return to UK \xe2\x80\x98I committed no harm\xe2\x80\x99 https://t.co/NQCmqIpfpz',0,0
"b'Surely only further proof she can\xe2\x80\x99t come back this, what\xe2\x80\x99s to say they haven\xe2\x80\x99t brainwashed her again to blow us up\xe2\x80\xa6 https://t.co/BIjRydRuLK'",0,0
"b'bitch me too,, the fuck'",0,0
b'Targeted #ISIS accounts\nhttps://t.co/6F8fUuEcgo \xf0\x9f\x86\x95 \xf0\x9f\x87\xab\xf0\x9f\x87\xb7\nhttps://t.co/0C7Q9vXSA7 \xf0\x9f\x86\x95 \xf0\x9f\x87\xab\xf0\x9f\x87\xb7\nhttps://t.co/VjLwBdr2wS \xf0\x9f\x86\x95 \xf0\x9f\x9a\xa9\n#targets #iceisis #opiceisis',0,0
b'ISIS doesn\xe2\x80\x99t stand a chance with this Army',0,0
b'@vidamoderna @IgnatiusFarray como ha cambiado el ISIS',0,0
"b'Two women jihadists sue the French government. Detained in a Syrian camp, they demand their repatriation to France\xe2\x80\xa6 https://t.co/81tro70cMY'",0,0
b'hope my bloodsucking \xe2\x82\xacx is aight ... his isis  started to look especially pretty after 3 yrs dont you find it cute?\xe2\x80\xa6 https://t.co/PvCF1dp3oR',0,0
b'ISIS\xe2\x80\x99s West African Offshoot Is Following al Qaeda\xe2\x80\x99s Rules for Success https://t.co/oQFCpJcj3M https://t.co/G94zNvcMsQ',0,0
b'trump &amp; cr00ked RCMP control isis fuckEN Evilness and murderers',0,0
b'Lean este hilo se los pido por dios',0,0
b'YOU TROW EVERY LAST ONE OF THEM OUT OF YOUR COUNTRY...   PROBLEM SOLVED......',0,0
b'@Ganulvian @1965BlueGTO @washingtonpost https://t.co/PWahP30Lnw',0,0
b'@beaglebabe48 Model citizens don\xe2\x80\x99t join Isis. No mulligans for you.',0,0
b'Attacking #ISIS is to attack the @CIA',0,0
b'@hijakejohnstone Am willing to swap her for May in any ISIS deal...',0,0
b'@CNN And yet ISIS has been defeated. These ppl are so detached from reality \xf0\x9f\x98\x85\xf0\x9f\x98\x85\xf0\x9f\x98\x85',0,0
"b'#Islam:  #Syria #ISIS  #IS It takes 60 years after the death of Muhammad for the word ""Muslim"" to appear https://t.co/yLoZN9eBbN'",0,0
"b""#Travaglio ci svela il terrorismo scalare. Speriamo non si mettano d'accordo con gli asciugamani senn\xc3\xb2 altro che ISIS""",0,0
b'JEHOVAH still loves Israel\nBizarre dust and rain cloud forms a barrier between ISIS and Israel https://t.co/Ox9EAeSQe0 via @MailOnline',0,0
"b'@TheSun Let\'s call her ""Brit ISIS member"" instead of ""Brit ISIS bride"". Because she was (is) active in ISIS.\nNow th\xe2\x80\xa6 https://t.co/7CkL8J6jHn'",0,0
b'@CBCAlerts https://t.co/VoKziuSw3W',0,0
"b""ISIS bride claims she\xe2\x80\x99d be model citizen if she's allowed to return to US: \xe2\x80\x98I didn\xe2\x80\x99t hate America\xe2\x80\x99 https://t.co/rhcJN14B3K""",0,0
"b'@MoAnsar @Channel4News The Kurds take prisoners, they don\xe2\x80\x99t summarily execute folk (regardless of ethnicity) ISIS s\xe2\x80\xa6 https://t.co/xkMSmwRDDT'",0,0
b'Nope. Next.',0,0
b'\xe2\x9b\x94ISIS\n\n\xe2\x9e\xa1https://t.co/xIu70owqdJ\n\xf0\x9f\x86\x94https://t.co/3H65ldsGzq\n\n\xe2\x9e\xa1https://t.co/rMT3nhu2VY\n\xf0\x9f\x86\x94https://t.co/9rJIiBd9dS\n\n[ #KatibaDesKuffars ]',0,0
b'Agree',0,0
b'Her child died and you want to get her opinion on Brexit.',0,0
b'https://t.co/CBVfNJIuyr',0,0
b'@chuchurquis Esa versi\xc3\xb3n masculina tuya parece integrante de ISIS',0,0
b'Female British Isis recruiter asks to return to UK saying \xe2\x80\x98we just want a normal life\xe2\x80\x99 https://t.co/zJ1oUz70B2',0,0
